bait	tag	MD	CV	prg1_lfc	prg1_pv
H40L08.1	col-118	17.404	9.55512089700757	NA	NA
Y54G11A.3	col-118	20.736	3.02680570479223	NA	NA
dcap-1	col-118	16.528	6.17540747635704	NA	NA
dcap-2	col-118	13.166	2.01283179245288	NA	NA
gld4	col-118	22.85	9.26783029852832	NA	NA
H40L08.1	col-119	17.026	6.08717509391977	NA	NA
Y54G11A.3	col-119	24.756	9.60731988052927	NA	NA
dcap-1	col-119	12.416	5.12580277752467	NA	NA
dcap-2	col-119	18.394	2.73443064116635	NA	NA
gld4	col-119	23.076	3.93808238573532	NA	NA
H40L08.1	col-12	19.18	3.95095332473057	NA	NA
Y54G11A.3	col-12	19.36	19.1764798435999	NA	NA
dcap-1	col-12	18.164	17.2672754045357	NA	NA
dcap-2	col-12	12.208	4.06995528577379	NA	NA
gld4	col-12	22.852	7.59793675516968	NA	NA
H40L08.1	col-120	16.072	3.65602787789869	NA	NA
Y54G11A.3	col-120	21.29	24.3351144179884	NA	NA
dcap-1	col-120	13.058	19.4027270572409	NA	NA
dcap-2	col-120	15.384	12.8419706639198	NA	NA
gld4	col-120	27.184	2.69792167080378	NA	NA
H40L08.1	col-121	19.226	5.45374532466879	NA	NA
Y54G11A.3	col-121	16.896	31.2862021906467	NA	NA
dcap-1	col-121	18.666	5.65466560362535	NA	NA
dcap-2	col-121	22.526	6.82143695832739	NA	NA
gld4	col-121	20.908	9.37881792586698	NA	NA
H40L08.1	col-122	18.89	2.61280310836486	NA	NA
Y54G11A.3	col-122	12.75	1.28397690539176	NA	NA
dcap-1	col-122	11.556	6.37183048576293	NA	NA
dcap-2	col-122	19.19	1.38460971918567	NA	NA
gld4	col-122	23.154	2.41986078165773	NA	NA
H40L08.1	col-123	21.046	5.0934848101157	NA	NA
Y54G11A.3	col-123	18.07	4.09443747937884	NA	NA
dcap-1	col-123	11.86	14.6905340133371	NA	NA
dcap-2	col-123	19.654	4.90388799877915	NA	NA
gld4	col-123	9.31	6.18525458598839	NA	NA
H40L08.1	col-124	18.722	1.78010715180773	NA	NA
Y54G11A.3	col-124	24.08	11.8985109074619	NA	NA
dcap-1	col-124	13.25	7.04782018165352	NA	NA
dcap-2	col-124	19.084	2.37383765570624	NA	NA
gld4	col-124	24.948	6.81107220828716	NA	NA
H40L08.1	col-125	19.05	2.69537321206095	NA	NA
Y54G11A.3	col-125	8.458	12.2716986052361	NA	NA
dcap-1	col-125	9.326	9.62855239526169	NA	NA
dcap-2	col-125	18.406	3.8533417287478	NA	NA
gld4	col-125	24.618	6.62518251269592	NA	NA
H40L08.1	col-127	15.518	6.4346818231248	NA	NA
Y54G11A.3	col-127	22.346	4.93625189762926	NA	NA
dcap-1	col-127	11.056	17.0937851449226	NA	NA
dcap-2	col-127	15.254	3.85659921924677	NA	NA
gld4	col-127	22.652	6.4080017699161	NA	NA
H40L08.1	col-128	16.766	3.53456054621402	NA	NA
Y54G11A.3	col-128	15.028	4.03732322686566	NA	NA
dcap-1	col-128	19.19	9.15981486019191	NA	NA
dcap-2	col-128	14.382	12.3576610962932	NA	NA
gld4	col-128	22.85	5.80219537982154	NA	NA
H40L08.1	col-129	10.648	6.19030224916443	NA	NA
Y54G11A.3	col-129	14.768	2.30197643208468	NA	NA
dcap-1	col-129	14.472	7.2363460622672	NA	NA
dcap-2	col-129	14.8	1.81554443818168	NA	NA
gld4	col-129	16.416	2.14274338496544	NA	NA
H40L08.1	col-13	17.434	3.17207173922116	NA	NA
Y54G11A.3	col-13	22.868	7.18600432690176	NA	NA
dcap-1	col-13	16.292	13.3587784509327	NA	NA
dcap-2	col-13	18.12	4.34880688243599	NA	NA
gld4	col-13	17.372	2.31847478945474	NA	NA
H40L08.1	col-130	11.204	7.71222369525719	NA	NA
Y54G11A.3	col-130	17.344	29.1699270939765	NA	NA
dcap-1	col-130	10.498	25.318581583961	NA	NA
dcap-2	col-130	18.122	9.23194047782842	NA	NA
gld4	col-130	24.596	3.43216032138808	NA	NA
H40L08.1	col-131	16.692	2.34388697177476	NA	NA
Y54G11A.3	col-131	19.716	19.7332843749999	NA	NA
dcap-1	col-131	7.474	12.8663209328739	NA	NA
dcap-2	col-131	21.478	10.3178115559477	NA	NA
gld4	col-131	25.394	2.26450273331549	NA	NA
H40L08.1	col-132	19.63	5.18149928930148	NA	NA
Y54G11A.3	col-132	22.396	8.08794056174248	NA	NA
dcap-1	col-132	15.144	16.4264749981835	NA	NA
dcap-2	col-132	16.794	16.449676054922	NA	NA
gld4	col-132	15.79	4.36296507907532	NA	NA
H40L08.1	col-133	15.352	2.49292595380254	NA	NA
Y54G11A.3	col-133	10.914	3.52704374203116	NA	NA
dcap-1	col-133	14.236	8.32783439898671	NA	NA
dcap-2	col-133	23.422	1.74093666464655	NA	NA
gld4	col-133	21.324	11.1765702547865	NA	NA
H40L08.1	col-135	13.44	14.4740690813742	NA	NA
Y54G11A.3	col-135	15.582	35.5961998419542	NA	NA
dcap-1	col-135	13.77	30.6297645433544	NA	NA
dcap-2	col-135	15.392	4.06390194367773	NA	NA
gld4	col-135	24.658	15.4403380469178	NA	NA
H40L08.1	col-137	18.37	1.2690847280212	NA	NA
Y54G11A.3	col-137	24.896	7.83364429901136	NA	NA
dcap-1	col-137	15.684	19.2279638219936	NA	NA
dcap-2	col-137	7.448	1.80234416697635	NA	NA
gld4	col-137	22.288	4.21135434468888	NA	NA
H40L08.1	col-138	18.218	1.12786836817311	NA	NA
Y54G11A.3	col-138	25.936	6.96707629349461	NA	NA
dcap-1	col-138	5.97	23.7226974086399	NA	NA
dcap-2	col-138	13.08	7.21191597870539	NA	NA
gld4	col-138	24.144	11.7933649477929	NA	NA
H40L08.1	col-139	17.924	2.48805868907275	NA	NA
Y54G11A.3	col-139	12.108	6.02154337626148	NA	NA
dcap-1	col-139	16.984	4.72218681884423	NA	NA
dcap-2	col-139	21.462	2.82449463498811	NA	NA
gld4	col-139	22.42	8.56099419376277	NA	NA
H40L08.1	col-14	6.024	7.31222386022755	NA	NA
Y54G11A.3	col-14	16.266	3.02043763864762	NA	NA
dcap-1	col-14	13.808	14.1548373120294	NA	NA
dcap-2	col-14	20.534	8.35683463633828	NA	NA
gld4	col-14	25.426	3.00115132431575	NA	NA
H40L08.1	col-140	18.432	2.52013072394487	NA	NA
Y54G11A.3	col-140	22.7	2.09633316587303	NA	NA
dcap-1	col-140	16.73	6.55624119729329	NA	NA
dcap-2	col-140	16.988	2.84215340277963	NA	NA
gld4	col-140	23.552	4.38209380948552	NA	NA
H40L08.1	col-141	16.046	6.67671038961546	NA	NA
Y54G11A.3	col-141	15.998	36.3035995769369	NA	NA
dcap-1	col-141	15.9	12.5955075267813	NA	NA
dcap-2	col-141	18.898	5.3852433942426	NA	NA
gld4	col-141	23.442	7.36976260485124	NA	NA
H40L08.1	col-142	21.262	2.59986766875062	NA	NA
Y54G11A.3	col-142	23.246	10.2494125235532	NA	NA
dcap-1	col-142	16.564	20.383923242215	NA	NA
dcap-2	col-142	12.126	3.54062920756544	NA	NA
gld4	col-142	21.42	5.34083155399045	NA	NA
H40L08.1	col-143	19.404	1.0502427678648	NA	NA
Y54G11A.3	col-143	17.562	19.8208441837886	NA	NA
dcap-1	col-143	15.85	10.0649207716018	NA	NA
dcap-2	col-143	3.626	5.75725960757217	NA	NA
gld4	col-143	22.832	9.88924646533182	NA	NA
H40L08.1	col-144	12.824	3.49715529014962	NA	NA
Y54G11A.3	col-144	23.384	4.98314928037337	NA	NA
dcap-1	col-144	13.85	12.5508259135443	NA	NA
dcap-2	col-144	14.962	4.03359457855938	NA	NA
gld4	col-144	23.362	8.10388684244041	NA	NA
H40L08.1	col-145	17.54	2.60890791075201	NA	NA
Y54G11A.3	col-145	22.084	6.14835796549249	NA	NA
dcap-1	col-145	15.77	13.3254793015231	NA	NA
dcap-2	col-145	19.278	2.51178039170903	NA	NA
gld4	col-145	23.588	4.10136333729362	NA	NA
H40L08.1	col-146	11.264	1.79937870172702	NA	NA
Y54G11A.3	col-146	23.048	8.5434361372641	NA	NA
dcap-1	col-146	11.62	8.99959825294415	NA	NA
dcap-2	col-146	17.216	2.94997730663801	NA	NA
gld4	col-146	23.788	7.21949299583174	NA	NA
H40L08.1	col-147	6.932	2.70921939363117	NA	NA
Y54G11A.3	col-147	23.04	7.59889556414941	NA	NA
dcap-1	col-147	14.184	11.9066542475254	NA	NA
dcap-2	col-147	18.732	13.2232975144317	NA	NA
gld4	col-147	21.23	10.8860784257368	NA	NA
H40L08.1	col-148	15.14	3.6131933676639	NA	NA
Y54G11A.3	col-148	21.022	7.86421391652685	NA	NA
dcap-1	col-148	14.55	13.3555453204088	NA	NA
dcap-2	col-148	15.412	3.6825601130393	NA	NA
gld4	col-148	23.72	5.75390386271255	NA	NA
H40L08.1	col-149	16.486	2.0248169595664	NA	NA
Y54G11A.3	col-149	23.27	1.43817795708479	NA	NA
dcap-1	col-149	13.548	18.2823085275991	NA	NA
dcap-2	col-149	16.438	2.37309729447981	NA	NA
gld4	col-149	22.614	6.56837360606832	NA	NA
H40L08.1	col-150	12.104	2.99799561931044	NA	NA
Y54G11A.3	col-150	23.554	10.1103525932218	NA	NA
dcap-1	col-150	15.686	27.6450815969763	NA	NA
dcap-2	col-150	18.182	2.718831487674	NA	NA
gld4	col-150	22.464	2.0850257632416	NA	NA
H40L08.1	col-151	17.392	3.85414765154414	NA	NA
Y54G11A.3	col-151	21.75	5.43161524596586	NA	NA
dcap-1	col-151	13.77	17.8045250206602	NA	NA
dcap-2	col-151	22.936	2.40956233628524	NA	NA
gld4	col-151	24.628	3.67399494892771	NA	NA
H40L08.1	col-152	20.134	3.61831818051582	NA	NA
Y54G11A.3	col-152	13.584	27.207797377831	NA	NA
dcap-1	col-152	16.268	1.1262673826852	NA	NA
dcap-2	col-152	17.588	3.47581548052589	NA	NA
gld4	col-152	19.914	8.53291126607306	NA	NA
H40L08.1	col-153	20.702	7.47935740114308	NA	NA
Y54G11A.3	col-153	11.692	4.86363591314331	NA	NA
dcap-1	col-153	14.836	22.5387542326538	NA	NA
dcap-2	col-153	23.724	6.06662590857119	NA	NA
gld4	col-153	20.454	10.2451845464147	NA	NA
H40L08.1	col-154	19.158	1.27077099816253	NA	NA
Y54G11A.3	col-154	24.088	4.49664897654907	NA	NA
dcap-1	col-154	10.072	10.0096959078286	NA	NA
dcap-2	col-154	24.564	4.60963928723327	NA	NA
gld4	col-154	20.978	5.78666941649161	NA	NA
H40L08.1	col-155	19.694	3.37247984891773	NA	NA
Y54G11A.3	col-155	22.288	15.537088540255	NA	NA
dcap-1	col-155	9.68	9.15291588154409	NA	NA
dcap-2	col-155	20.696	2.33748778791919	NA	NA
gld4	col-155	23.686	3.02398516240835	NA	NA
H40L08.1	col-156	13.526	1.72325865908136	NA	NA
Y54G11A.3	col-156	18.404	4.61625931873315	NA	NA
dcap-1	col-156	12.192	8.53578140078025	NA	NA
dcap-2	col-156	20.336	3.28299634700451	NA	NA
gld4	col-156	23.238	3.72507408801146	NA	NA
H40L08.1	col-157	14.526	1.09564927343151	NA	NA
Y54G11A.3	col-157	18.516	2.40487375607677	NA	NA
dcap-1	col-157	10.762	3.87007339630932	NA	NA
dcap-2	col-157	16.676	1.80925751378195	NA	NA
gld4	col-157	24.09	8.27100823792913	NA	NA
H40L08.1	col-158	17.426	1.86286501835441	NA	NA
Y54G11A.3	col-158	23.79	3.14837886693132	NA	NA
dcap-1	col-158	17.444	7.25031548723761	NA	NA
dcap-2	col-158	21.404	3.96690323459463	NA	NA
gld4	col-158	21.634	17.6926467704901	NA	NA
H40L08.1	col-159	19.226	1.12075427434232	NA	NA
Y54G11A.3	col-159	20.88	8.75192781695578	NA	NA
dcap-1	col-159	17.138	15.8599185827163	NA	NA
dcap-2	col-159	14.146	4.8170340727011	NA	NA
gld4	col-159	13.812	4.54496054314389	NA	NA
H40L08.1	col-160	17.436	3.7923474159851	NA	NA
Y54G11A.3	col-160	20.504	6.16645243876792	NA	NA
dcap-1	col-160	16.684	17.7598952131522	NA	NA
dcap-2	col-160	18.396	5.89916099784233	NA	NA
gld4	col-160	22.702	5.71453002771406	NA	NA
H40L08.1	col-161	16.544	7.16986795121001	NA	NA
Y54G11A.3	col-161	16.574	4.01051611662823	NA	NA
dcap-1	col-161	16.232	14.4351354091125	NA	NA
dcap-2	col-161	21.37	9.89669240268179	NA	NA
gld4	col-161	17.674	2.97533777535625	NA	NA
H40L08.1	col-162	20.384	1.35492710721774	NA	NA
Y54G11A.3	col-162	17.986	15.8866989246693	NA	NA
dcap-1	col-162	15.768	17.3218145484983	NA	NA
dcap-2	col-162	17.752	6.57844544002291	NA	NA
gld4	col-162	20.35	2.58324335494854	NA	NA
H40L08.1	col-163	15.944	3.01921364189134	NA	NA
Y54G11A.3	col-163	21.832	3.58949289441925	NA	NA
dcap-1	col-163	9.526	2.05522243674303	NA	NA
dcap-2	col-163	23.704	8.64208140909788	NA	NA
gld4	col-163	20.428	15.6905062658684	NA	NA
H40L08.1	col-164	20.502	2.84626336672706	NA	NA
Y54G11A.3	col-164	14.024	19.7257468310422	NA	NA
dcap-1	col-164	13.228	29.9764370429218	NA	NA
dcap-2	col-164	12.42	3.31435627419529	NA	NA
gld4	col-164	19.882	6.57295982998709	NA	NA
H40L08.1	col-165	18.906	5.50021254736963	NA	NA
Y54G11A.3	col-165	19.34	2.99695935442345	NA	NA
dcap-1	col-165	16.874	11.0757664134074	NA	NA
dcap-2	col-165	18.6	3.9703127143921	NA	NA
gld4	col-165	21.338	2.55023475193433	NA	NA
H40L08.1	col-166	19.102	4.25433091552708	NA	NA
Y54G11A.3	col-166	22.766	1.64135543471983	NA	NA
dcap-1	col-166	10.834	51.3529691853382	NA	NA
dcap-2	col-166	4.752	5.22801140971563	NA	NA
gld4	col-166	21.348	4.36862752584611	NA	NA
H40L08.1	col-167	13.094	5.2032042643587	NA	NA
Y54G11A.3	col-167	19.484	9.63587077600334	NA	NA
dcap-1	col-167	12.648	21.7710410999862	NA	NA
dcap-2	col-167	13.436	45.7143827391343	NA	NA
gld4	col-167	20.098	8.94154950526283	NA	NA
H40L08.1	col-168	18.564	4.10148689004203	NA	NA
Y54G11A.3	col-168	22.638	6.7152022636137	NA	NA
dcap-1	col-168	12.304	6.84482792222863	NA	NA
dcap-2	col-168	2.494	2.24323989265426	NA	NA
gld4	col-168	22.12	3.52114555734207	NA	NA
H40L08.1	col-169	18.396	4.96023927117304	NA	NA
Y54G11A.3	col-169	23.624	1.64667951215455	NA	NA
dcap-1	col-169	14.484	19.0696753216757	NA	NA
dcap-2	col-169	11.266	4.67737891341827	NA	NA
gld4	col-169	23.758	6.84348492700667	NA	NA
H40L08.1	col-17	17.624	7.69215778507569	NA	NA
Y54G11A.3	col-17	24.872	9.84569043124698	NA	NA
dcap-1	col-17	4.468	12.3680154787	NA	NA
dcap-2	col-17	5.642	29.9907062819409	NA	NA
gld4	col-17	23.688	10.8758466747954	NA	NA
H40L08.1	col-170	17.992	2.81172389121914	NA	NA
Y54G11A.3	col-170	20.668	9.7093631354175	NA	NA
dcap-1	col-170	11.334	2.20892660289904	NA	NA
dcap-2	col-170	9.754	5.25899104875657	NA	NA
gld4	col-170	23.898	2.43263818224563	NA	NA
H40L08.1	col-171	13.828	2.72482691393375	NA	NA
Y54G11A.3	col-171	19.46	7.34463281426634	NA	NA
dcap-1	col-171	16.08	28.2359882030228	NA	NA
dcap-2	col-171	17.042	0.786599158710844	NA	NA
gld4	col-171	24.194	0.771934696531623	NA	NA
H40L08.1	col-172	18.346	6.56706959719426	NA	NA
Y54G11A.3	col-172	17.336	17.4401355699962	NA	NA
dcap-1	col-172	15.372	19.241795996104	NA	NA
dcap-2	col-172	19.542	3.02593906270578	NA	NA
gld4	col-172	22.678	7.47562826562404	NA	NA
H40L08.1	col-173	17.074	3.8882217888718	NA	NA
Y54G11A.3	col-173	20.392	5.72048090932742	NA	NA
dcap-1	col-173	13.996	16.6531783351475	NA	NA
dcap-2	col-173	19.044	3.97719314262955	NA	NA
gld4	col-173	21.864	14.9615321356603	NA	NA
H40L08.1	col-174	14.434	10.0854950912124	NA	NA
Y54G11A.3	col-174	22.188	10.7467809348432	NA	NA
dcap-1	col-174	11.738	35.1254832696196	NA	NA
dcap-2	col-174	21.358	6.30948268194375	NA	NA
gld4	col-174	20.592	3.99726122136189	NA	NA
H40L08.1	col-175	18.988	3.08626752400418	NA	NA
Y54G11A.3	col-175	22.186	15.4572628441203	NA	NA
dcap-1	col-175	10.946	21.423165942344	NA	NA
dcap-2	col-175	19.482	15.7841301045659	NA	NA
gld4	col-175	22.526	5.18503579966121	NA	NA
H40L08.1	col-176	17.154	5.98893102838448	NA	NA
Y54G11A.3	col-176	23.072	7.15988720196448	NA	NA
dcap-1	col-176	12.692	18.9773347757077	NA	NA
dcap-2	col-176	15.302	3.27159597487856	NA	NA
gld4	col-176	22.732	10.9545784422788	NA	NA
H40L08.1	col-177	14.074	1.71015005051994	NA	NA
Y54G11A.3	col-177	24.016	7.44554430288408	NA	NA
dcap-1	col-177	5.47	5.94641900083752	NA	NA
dcap-2	col-177	22.81	2.21730269467809	NA	NA
gld4	col-177	23.306	1.16744420185306	NA	NA
H40L08.1	col-178	18.434	3.82254990082609	NA	NA
Y54G11A.3	col-178	21.278	11.1085497693703	NA	NA
dcap-1	col-178	12.876	8.56534264906422	NA	NA
dcap-2	col-178	22.182	12.5363080002649	NA	NA
gld4	col-178	23.488	4.58629054788028	NA	NA
H40L08.1	col-179	19.592	3.50319208910951	NA	NA
Y54G11A.3	col-179	23.588	9.15815043822145	NA	NA
dcap-1	col-179	3.47	7.07080354258519	NA	NA
dcap-2	col-179	17.266	10.5551467939828	NA	NA
gld4	col-179	22.82	2.34944626411222	NA	NA
H40L08.1	col-180	18.72	7.43721360171259	NA	NA
Y54G11A.3	col-180	21.902	9.49297447332693	NA	NA
dcap-1	col-180	16.364	19.0495185942586	NA	NA
dcap-2	col-180	12.41	11.5756727191653	NA	NA
gld4	col-180	21.778	1.58978084227152	NA	NA
H40L08.1	col-181	16.62	3.36594068482505	NA	NA
Y54G11A.3	col-181	23.52	2.70024837402238	NA	NA
dcap-1	col-181	18.448	15.4686635657926	NA	NA
dcap-2	col-181	12.77	1.92215155969203	NA	NA
gld4	col-181	23.014	3.02850089617711	NA	NA
H40L08.1	col-183	18.82	4.06369581402739	NA	NA
Y54G11A.3	col-183	8.646	1.91731351238512	NA	NA
dcap-1	col-183	12.858	8.26393728440932	NA	NA
dcap-2	col-183	18.932	2.16995700735482	NA	NA
gld4	col-183	19.658	7.64169827003845	NA	NA
H40L08.1	col-184	20.67	12.8747108640861	NA	NA
Y54G11A.3	col-184	22.186	5.17860626096468	NA	NA
dcap-1	col-184	15.512	7.58395141269086	NA	NA
dcap-2	col-184	20.66	19.9189063101505	NA	NA
gld4	col-184	21.53	2.60019229025145	NA	NA
H40L08.1	col-185	18.034	4.91398728811964	NA	NA
Y54G11A.3	col-185	8.146	6.42386059150476	NA	NA
dcap-1	col-185	9.338	2.54029754195273	NA	NA
dcap-2	col-185	20.122	7.93979297324471	NA	NA
gld4	col-185	19.804	5.03995768547098	NA	NA
H40L08.1	col-186	20.272	19.666718095069	NA	NA
Y54G11A.3	col-186	20.338	16.1688195082337	NA	NA
dcap-1	col-186	15.924	12.9020003843221	NA	NA
dcap-2	col-186	17.1	28.8363693826458	NA	NA
gld4	col-186	22.278	5.84926900818364	NA	NA
H40L08.1	col-187	19.274	5.25389216645056	NA	NA
Y54G11A.3	col-187	22.478	8.76324415209831	NA	NA
dcap-1	col-187	16.828	7.57652977888111	NA	NA
dcap-2	col-187	22.03	3.48327563965316	NA	NA
gld4	col-187	21.742	4.78109046888101	NA	NA
H40L08.1	col-19	20.102	8.00563013477512	NA	NA
Y54G11A.3	col-19	23.458	6.87664889484464	NA	NA
dcap-1	col-19	15.556	6.32544862772689	NA	NA
dcap-2	col-19	12.972	2.53070778708674	NA	NA
gld4	col-19	23.256	5.7587922413357	NA	NA
H40L08.1	col-2	20.234	2.95077325800854	NA	NA
Y54G11A.3	col-2	16.184	3.83009693564491	NA	NA
dcap-1	col-2	15.092	9.50579731588602	NA	NA
dcap-2	col-2	20.636	3.92870744257669	NA	NA
gld4	col-2	22.474	10.3399805149062	NA	NA
H40L08.1	col-20	19.008	5.09882799250397	NA	NA
Y54G11A.3	col-20	23.536	5.71205105690827	NA	NA
dcap-1	col-20	13.634	10.5180123347547	NA	NA
dcap-2	col-20	18.896	11.830510341689	NA	NA
gld4	col-20	23.498	3.8381904786248	NA	NA
H40L08.1	col-33	19.388	2.24865990543968	NA	NA
Y54G11A.3	col-33	20.044	6.97211438933058	NA	NA
dcap-1	col-33	8.842	6.0617026206729	NA	NA
dcap-2	col-33	15.956	5.50654251754511	NA	NA
gld4	col-33	23.41	1.41320924303061	NA	NA
H40L08.1	col-34	19.19	6.94820435847632	NA	NA
Y54G11A.3	col-34	19.446	2.85917208829767	NA	NA
dcap-1	col-34	11.102	6.47135398921841	NA	NA
dcap-2	col-34	20.078	2.07409737118258	NA	NA
gld4	col-34	22.25	3.21905700305078	NA	NA
H40L08.1	col-35	17.75	3.87628561391991	NA	NA
Y54G11A.3	col-35	15.15	34.4674245453722	NA	NA
dcap-1	col-35	15.384	27.8570688526481	NA	NA
dcap-2	col-35	7.242	7.7088390805578	NA	NA
gld4	col-35	6.078	2.81482024198657	NA	NA
H40L08.1	col-36	18.078	7.87016499668465	NA	NA
Y54G11A.3	col-36	22.57	2.168082787711	NA	NA
dcap-1	col-36	15.606	14.5184642506055	NA	NA
dcap-2	col-36	16.186	12.7053309341796	NA	NA
gld4	col-36	8.172	7.62743178147075	NA	NA
H40L08.1	col-37	7.088	6.01502441842389	NA	NA
Y54G11A.3	col-37	13.71	6.86425816048802	NA	NA
dcap-1	col-37	12.372	16.834427630951	NA	NA
dcap-2	col-37	20.078	5.37433895764545	NA	NA
gld4	col-37	16.05	7.62724729197234	NA	NA
H40L08.1	col-38	20.648	4.50151573491527	NA	NA
Y54G11A.3	col-38	20.302	8.4552592332304	NA	NA
dcap-1	col-38	8.174	5.73664837416291	NA	NA
dcap-2	col-38	16.13	9.86315810596416	NA	NA
gld4	col-38	24.004	2.20611738937826	NA	NA
H40L08.1	col-39	21.044	5.55811404749812	NA	NA
Y54G11A.3	col-39	23.648	13.1049199415941	NA	NA
dcap-1	col-39	12.306	27.2375646875922	NA	NA
dcap-2	col-39	15.32	20.2450913877013	NA	NA
gld4	col-39	21.914	6.73264339451526	NA	NA
H40L08.1	col-40	17.812	1.86260942748025	NA	NA
Y54G11A.3	col-40	21.42	11.8224576612459	NA	NA
dcap-1	col-40	18.668	17.2247706002148	NA	NA
dcap-2	col-40	17.756	2.63456121382228	NA	NA
gld4	col-40	20.852	4.72740548214461	NA	NA
H40L08.1	col-41	19.26	2.57703312226965	NA	NA
Y54G11A.3	col-41	19.228	4.92911935408998	NA	NA
dcap-1	col-41	4.916	6.07976499838766	NA	NA
dcap-2	col-41	19.234	2.17140572578554	NA	NA
gld4	col-41	23.106	6.97054786398135	NA	NA
H40L08.1	col-42	18.134	3.96212349864995	NA	NA
Y54G11A.3	col-42	18.116	9.5784498397273	NA	NA
dcap-1	col-42	13.638	9.00928501475091	NA	NA
dcap-2	col-42	18.966	13.7891464203577	NA	NA
gld4	col-42	23.492	2.73187036944881	NA	NA
H40L08.1	col-43	17.174	3.82900954774788	NA	NA
Y54G11A.3	col-43	13.472	4.83662679716533	NA	NA
dcap-1	col-43	12.262	4.99486549868205	NA	NA
dcap-2	col-43	22.128	6.14517865644487	NA	NA
gld4	col-43	23.894	2.37276290865496	NA	NA
H40L08.1	col-44	17.348	3.88365144848837	NA	NA
Y54G11A.3	col-44	12.002	2.17541953722338	NA	NA
dcap-1	col-44	8.888	6.09817208626337	NA	NA
dcap-2	col-44	15.68	2.95474079301285	NA	NA
gld4	col-44	11.444	5.333740963141	NA	NA
H40L08.1	col-45	19.122	3.68535042056558	NA	NA
Y54G11A.3	col-45	14.994	24.2824503160302	NA	NA
dcap-1	col-45	14.436	2.05234758598726	NA	NA
dcap-2	col-45	19.644	11.0579197756205	NA	NA
gld4	col-45	25.456	3.47682008188968	NA	NA
H40L08.1	col-46	18.958	2.54544813616567	NA	NA
Y54G11A.3	col-46	24.542	3.61651080675375	NA	NA
dcap-1	col-46	14.346	21.5852779041576	NA	NA
dcap-2	col-46	18.45	2.44924087321301	NA	NA
gld4	col-46	19.828	5.54236634430004	NA	NA
H40L08.1	col-47	15.264	5.91196507657051	NA	NA
Y54G11A.3	col-47	19.004	13.0659787296261	NA	NA
dcap-1	col-47	12.404	5.70080614375842	NA	NA
dcap-2	col-47	18.38	2.63101412744836	NA	NA
gld4	col-47	20.168	4.2358936483791	NA	NA
H40L08.1	col-48	18.338	4.81446167646854	NA	NA
Y54G11A.3	col-48	19.488	11.5679176098652	NA	NA
dcap-1	col-48	16.622	15.9815230253264	NA	NA
dcap-2	col-48	16.804	2.85881736643215	NA	NA
gld4	col-48	17.588	4.14030249078036	NA	NA
H40L08.1	col-49	16.972	4.46464801420445	NA	NA
Y54G11A.3	col-49	17.244	6.08197330345979	NA	NA
dcap-1	col-49	16.678	7.17501792300578	NA	NA
dcap-2	col-49	17.774	4.17488732452316	NA	NA
gld4	col-49	8	7.98484893407508	NA	NA
H40L08.1	col-50	16.494	4.54278117566393	NA	NA
Y54G11A.3	col-50	24.55	4.66959521170558	NA	NA
dcap-1	col-50	16.4	9.53171855105811	NA	NA
dcap-2	col-50	9.904	2.93037208583399	NA	NA
gld4	col-50	22.602	3.4704516586609	NA	NA
H40L08.1	col-51	18.334	3.48024105246831	NA	NA
Y54G11A.3	col-51	17.29	19.1543204028701	NA	NA
dcap-1	col-51	8.466	5.98960400856152	NA	NA
dcap-2	col-51	10.354	4.76811074222954	NA	NA
gld4	col-51	23.494	7.06900476610803	NA	NA
H40L08.1	col-52	24.704	4.63382506956686	NA	NA
Y54G11A.3	col-52	13.866	1.78310124003803	NA	NA
dcap-1	col-52	15.024	15.1713100577918	NA	NA
dcap-2	col-52	22.838	5.46556941160672	NA	NA
gld4	col-52	27.53	1.57643693244662	NA	NA
H40L08.1	col-53	20.098	3.89044446376225	NA	NA
Y54G11A.3	col-53	19.884	21.088194528991	NA	NA
dcap-1	col-53	18.664	3.51680463135099	NA	NA
dcap-2	col-53	13.536	22.67927339396	NA	NA
gld4	col-53	20.718	4.44731962774443	NA	NA
H40L08.1	col-54	20.286	4.16150925205305	NA	NA
Y54G11A.3	col-54	17.976	5.72670161413199	NA	NA
dcap-1	col-54	13.716	1.96417873774294	NA	NA
dcap-2	col-54	21.264	1.69743796477291	NA	NA
gld4	col-54	24.802	3.99491107171054	NA	NA
H40L08.1	col-55	19.296	24.908061050626	NA	NA
Y54G11A.3	col-55	27.054	8.78247713317509	NA	NA
dcap-1	col-55	10.272	39.4006629081853	NA	NA
dcap-2	col-55	13.204	4.59291637977083	NA	NA
gld4	col-55	20.918	1.46857732667432	NA	NA
H40L08.1	col-56	17.412	6.46487622527028	NA	NA
Y54G11A.3	col-56	19.17	1.47866852196748	NA	NA
dcap-1	col-56	20	3.45253530032641	NA	NA
dcap-2	col-56	18.874	6.08019341720721	NA	NA
gld4	col-56	23.7	2.49248902862155	NA	NA
H40L08.1	col-58	21.642	7.00872807064514	NA	NA
Y54G11A.3	col-58	9.704	5.57929527250584	NA	NA
dcap-1	col-58	13.296	6.18663676687401	NA	NA
dcap-2	col-58	20.63	6.41229644776372	NA	NA
gld4	col-58	25.646	4.17352049885757	NA	NA
H40L08.1	col-60	16.898	12.5596316343517	NA	NA
Y54G11A.3	col-60	19.078	7.32343530075679	NA	NA
