bait	tag	MD	CV	prg1_lfc	prg1_pv
Y54G11A.3	B0205.1	15.31	5.10537495862205	NA	NA
dcap-1	B0205.1	22.282	2.30099853772455	NA	NA
dcap-2	B0205.1	5.726	5.84150678089257	NA	NA
gld4	B0205.1	15.896	43.607527467499	NA	NA
H40L08.1	B0205.10	14.278	56.9760876149902	NA	NA
Y54G11A.3	B0205.10	23.11	15.5430766383919	NA	NA
dcap-1	B0205.10	11.698	3.50455986494869	NA	NA
dcap-2	B0205.10	23.094	2.33337311142422	NA	NA
gld4	B0205.10	24.768	4.55253800900238	NA	NA
H40L08.1	B0205.12	21.872	9.36062926390586	NA	NA
Y54G11A.3	B0205.12	22.39	2.720400595416	NA	NA
dcap-1	B0205.12	7.334	7.18831016628989	NA	NA
dcap-2	B0205.12	24.588	8.90740590001064	NA	NA
gld4	B0205.12	26.04	4.06567601963632	NA	NA
H40L08.1	B0205.13	18.578	6.08131979037502	NA	NA
Y54G11A.3	B0205.13	23.22	12.2490190074978	NA	NA
dcap-1	B0205.13	15.31	19.291741618084	NA	NA
dcap-2	B0205.13	5.644	4.31205072685695	NA	NA
gld4	B0205.13	20.356	2.57021087307428	NA	NA
H40L08.1	B0205.14	23.31	9.88168755174945	NA	NA
Y54G11A.3	B0205.14	22.514	3.09512172501628	NA	NA
dcap-1	B0205.14	19.402	5.79778714028167	NA	NA
dcap-2	B0205.14	5.96	11.0681040741423	NA	NA
gld4	B0205.14	22.5	10.9529634075627	NA	NA
H40L08.1	B0205.4	22.344	3.62756457148369	NA	NA
Y54G11A.3	B0205.4	23.598	8.68611223448145	NA	NA
dcap-1	B0205.4	19.492	10.9008159663108	NA	NA
dcap-2	B0205.4	12.256	42.5016702300575	NA	NA
gld4	B0205.4	21.694	13.2359113760313	NA	NA
H40L08.1	B0205.5	11.124	10.1589324272837	NA	NA
Y54G11A.3	B0205.5	16.754	3.14608939188533	NA	NA
dcap-1	B0205.5	3.458	59.007953671916	NA	NA
dcap-2	B0205.5	8.698	5.4172221535479	NA	NA
gld4	B0205.5	20.682	2.61374030194824	NA	NA
H40L08.1	B0205.8	24.538	14.6320264985091	NA	NA
Y54G11A.3	B0205.8	24.848	1.66113574369271	NA	NA
dcap-1	B0205.8	17.116	19.4989695751507	NA	NA
dcap-2	B0205.8	25.238	6.31889731881097	NA	NA
gld4	B0205.8	22.95	2.98037304584325	NA	NA
H40L08.1	B0205.9	13.246	30.4153139070183	NA	NA
Y54G11A.3	B0205.9	13.202	7.42203554342748	NA	NA
dcap-1	B0205.9	14.76	10.3593200799217	NA	NA
dcap-2	B0205.9	10.792	6.55226948833166	NA	NA
gld4	B0205.9	24.6	6.28998545154384	NA	NA
H40L08.1	B0207.1	13.874	3.80257964957405	NA	NA
Y54G11A.3	B0207.1	25.884	3.24336177898211	NA	NA
dcap-1	B0207.1	14.582	27.1599029236876	NA	NA
dcap-2	B0207.1	18.174	5.73337561952793	NA	NA
gld4	B0207.1	18.406	6.20976755337617	NA	NA
H40L08.1	B0207.10	8.02	1.89714763774351	NA	NA
Y54G11A.3	B0207.10	22.7	6.81460919527662	NA	NA
dcap-1	B0207.10	10.128	5.50776202397778	NA	NA
dcap-2	B0207.10	18.122	5.55149403287002	NA	NA
gld4	B0207.10	18.194	6.889124744257	NA	NA
H40L08.1	B0207.11	19.496	6.12571630741284	NA	NA
Y54G11A.3	B0207.11	18.926	27.1614798644657	NA	NA
dcap-1	B0207.11	21.208	11.5576031266921	NA	NA
dcap-2	B0207.11	19.65	8.0492433889448	NA	NA
gld4	B0207.11	22.8	7.14367190753892	NA	NA
H40L08.1	B0207.2	4.082	12.4991582725475	NA	NA
Y54G11A.3	B0207.2	22.796	6.83842526659836	NA	NA
dcap-1	B0207.2	23.212	13.713872342373	NA	NA
dcap-2	B0207.2	19.254	5.61530415409324	NA	NA
gld4	B0207.2	13.76	2.54516148369731	NA	NA
H40L08.1	B0207.6	19.116	12.9564655865743	1.8233241744308	0.023039782660167
Y54G11A.3	B0207.6	21.95	7.94391170383308	1.8233241744308	0.023039782660167
dcap-1	B0207.6	17.318	4.7934664484427	1.8233241744308	0.023039782660167
dcap-2	B0207.6	16.934	17.4057344117232	1.8233241744308	0.023039782660167
gld4	B0207.6	21.52	9.49861184715134	1.8233241744308	0.023039782660167
H40L08.1	B0207.7	18.734	3.08481919290836	NA	NA
Y54G11A.3	B0207.7	17.526	3.10707338923631	NA	NA
dcap-1	B0207.7	11.822	8.27373242222272	NA	NA
dcap-2	B0207.7	6.46	6.5079947398074	NA	NA
gld4	B0207.7	18.588	8.15910614978852	NA	NA
H40L08.1	B0207.9	18.674	7.56744900803446	NA	NA
Y54G11A.3	B0207.9	25.53	12.2368815642594	NA	NA
dcap-1	B0207.9	10.112	5.76526606750929	NA	NA
dcap-2	B0207.9	21.83	3.77913352425888	NA	NA
gld4	B0207.9	26.898	7.23908744490926	NA	NA
H40L08.1	B0212.3	23.796	9.77751050266119	NA	NA
Y54G11A.3	B0212.3	20.986	17.655562522979	NA	NA
dcap-1	B0212.3	20.628	14.3006790152529	NA	NA
dcap-2	B0212.3	17.076	3.65356641984135	NA	NA
gld4	B0212.3	22.87	9.24913755810635	NA	NA
H40L08.1	B0218.5	23.654	6.36628816044004	NA	NA
Y54G11A.3	B0218.5	19.252	28.2533525729739	NA	NA
dcap-1	B0218.5	22.336	7.10831030866476	NA	NA
dcap-2	B0218.5	20.316	13.2997492318203	NA	NA
gld4	B0218.5	19.616	10.9110457030236	NA	NA
H40L08.1	B0218.7	13.432	16.0637060123694	NA	NA
Y54G11A.3	B0218.7	13.948	1.69312250946089	NA	NA
dcap-1	B0218.7	18.706	30.7531518801095	NA	NA
dcap-2	B0218.7	18.87	4.78813402616855	NA	NA
gld4	B0218.7	22.964	2.90631172274657	NA	NA
H40L08.1	B0222.1	17.508	7.30328680758696	NA	NA
Y54G11A.3	B0222.1	5.882	6.52094951527978	NA	NA
dcap-1	B0222.1	10.704	7.51129210034119	NA	NA
dcap-2	B0222.1	18.1	12.1768381946693	NA	NA
gld4	B0222.1	24.996	0.79692108164434	NA	NA
H40L08.1	B0222.11	12.524	7.83730997260328	NA	NA
Y54G11A.3	B0222.11	19.254	2.19664524988242	NA	NA
dcap-1	B0222.11	17.038	21.11731119725	NA	NA
dcap-2	B0222.11	19.502	1.2775023879067	NA	NA
gld4	B0222.11	14.778	5.92384362413421	NA	NA
H40L08.1	B0222.15	19.78	12.1392596558945	NA	NA
Y54G11A.3	B0222.15	16.756	2.08393867775843	NA	NA
dcap-1	B0222.15	19.438	5.08341581361473	NA	NA
dcap-2	B0222.15	23.212	5.03399310360206	NA	NA
gld4	B0222.15	24.23	6.70843492692616	NA	NA
H40L08.1	B0222.5	22.11	7.95248588116681	NA	NA
Y54G11A.3	B0222.5	21.534	12.2199785015945	NA	NA
dcap-1	B0222.5	9.626	1.02209631217526	NA	NA
dcap-2	B0222.5	18.218	4.68302215244146	NA	NA
gld4	B0222.5	14.668	3.31630773386449	NA	NA
H40L08.1	B0228.1	21.93	15.730981952932	NA	NA
Y54G11A.3	B0228.1	5.854	10.2711590055276	NA	NA
dcap-1	B0228.1	18.306	11.9016830684906	NA	NA
dcap-2	B0228.1	14.134	11.9729438999262	NA	NA
gld4	B0228.1	18.222	28.9838716453596	NA	NA
H40L08.1	B0228.6	15.34	30.4020433170056	NA	NA
Y54G11A.3	B0228.6	4.106	9.11363433308028	NA	NA
dcap-1	B0228.6	9.05	85.9088486172918	NA	NA
dcap-2	B0228.6	16.886	8.2993053873657	NA	NA
gld4	B0228.6	18.456	5.35268581745004	NA	NA
H40L08.1	B0228.7	25	12.4338891743493	NA	NA
Y54G11A.3	B0228.7	26.194	16.7947592918693	NA	NA
dcap-1	B0228.7	26.576	7.85232888317937	NA	NA
dcap-2	B0228.7	25.522	7.34586627448471	NA	NA
gld4	B0228.7	21.958	8.50616988877021	NA	NA
H40L08.1	B0228.8	20.184	7.58629840003527	NA	NA
Y54G11A.3	B0228.8	19.132	9.73186058773732	NA	NA
dcap-1	B0228.8	18.044	23.222390837245	NA	NA
dcap-2	B0228.8	15.678	11.1629034053195	NA	NA
gld4	B0228.8	16.008	31.4847970313893	NA	NA
H40L08.1	B0228.9	17.19	1.85972860536891	NA	NA
Y54G11A.3	B0228.9	23.736	9.77675191120185	NA	NA
dcap-1	B0228.9	9.186	90.903613957703	NA	NA
dcap-2	B0228.9	16.974	12.5756527381606	NA	NA
gld4	B0228.9	25.412	0.854661403090442	NA	NA
H40L08.1	B0238.15	8.038	68.2369444624266	NA	NA
Y54G11A.3	B0238.15	14.666	7.34937262322392	NA	NA
dcap-1	B0238.15	9.716	6.64774318921983	NA	NA
dcap-2	B0238.15	19.454	4.73142272244298	NA	NA
gld4	B0238.15	22.336	2.88564915228834	NA	NA
H40L08.1	B0238.9	10.464	3.6463061214242	NA	NA
Y54G11A.3	B0238.9	6.066	5.45088811867376	NA	NA
dcap-1	B0238.9	14.486	11.9209581727018	NA	NA
dcap-2	B0238.9	12.116	18.6361774150804	NA	NA
gld4	B0238.9	21.458	10.0299395594944	NA	NA
H40L08.1	B0244.10	22.046	6.82091388054663	NA	NA
Y54G11A.3	B0244.10	23.322	14.7918553861032	NA	NA
dcap-1	B0244.10	24.852	5.82470852218987	NA	NA
dcap-2	B0244.10	19.56	9.10164047400719	NA	NA
gld4	B0244.10	21.49	1.60117734146908	NA	NA
H40L08.1	B0244.15	22.588	7.68202002888316	NA	NA
Y54G11A.3	B0244.15	9.908	78.3272599915885	NA	NA
dcap-1	B0244.15	12.184	3.97389788821056	NA	NA
dcap-2	B0244.15	4.388	6.6605971106735	NA	NA
gld4	B0244.15	8.89	1.23734533183352	NA	NA
H40L08.1	B0244.16	20.358	1.87735068130753	NA	NA
Y54G11A.3	B0244.16	10.726	2.11534630630494	NA	NA
dcap-1	B0244.16	8.348	9.13206835441512	NA	NA
dcap-2	B0244.16	8.748	7.60212429956303	NA	NA
gld4	B0244.16	11.396	1.58631190431403	NA	NA
H40L08.1	B0244.17	23.876	3.43614730008858	NA	NA
Y54G11A.3	B0244.17	22.532	6.3072560891997	NA	NA
dcap-1	B0244.17	11.534	4.97133178173565	NA	NA
dcap-2	B0244.17	13.668	16.6574078403991	NA	NA
gld4	B0244.17	7.554	4.84012121264724	NA	NA
H40L08.1	B0244.4	18.95	2.81815935046305	NA	NA
Y54G11A.3	B0244.4	18.592	1.1884277300969	NA	NA
dcap-1	B0244.4	9.626	2.81316357272016	NA	NA
dcap-2	B0244.4	15.128	5.71785503583925	NA	NA
gld4	B0244.4	14.236	5.66276587913723	NA	NA
H40L08.1	B0244.5	15.256	5.61088421158841	NA	NA
Y54G11A.3	B0244.5	20.788	35.7261415179485	NA	NA
dcap-1	B0244.5	13.59	3.41589238806039	NA	NA
dcap-2	B0244.5	19.246	1.80238048669591	NA	NA
gld4	B0244.5	12.652	3.2034647191942	NA	NA
